index,Primary Investor Type,target Investment Country,Investment Type,Preferred Industry
720,21,0,0,"165,177"
721,24,35,"0","99,150,165"
722,21,0,0,"5,167"
723,21,80,0,"144,154"
724,"21",0,"0","129"
725,4,0,0,0
726,21,52,"0","111,210"
727,21,0,"0","243"
728,"131",36,"26,49,81","42,91,116"
729,120,36,0,"34"
730,97,114,0,"111"
731,0,0,0,0
732,"21",0,"0","101"
733,97,35,0,"36,54,83,129,152,153,241"
734,"85",0,"0","191"
735,9,36,"0","26"
736,21,0,0,"174"
737,"60",0,"0","129,155"
738,105,102,0,0
739,21,0,0,"5,72,130"
740,"129",87,"0",0
741,21,0,0,"171"
742,21,0,0,"153"
743,"21",0,"0","130,179"
744,"85",0,"0","35"
745,0,0,0,0
746,1,102,0,0
747,21,0,0,"129"
748,"21",0,"0","80,100"
749,21,0,0,"212"
750,1,86,0,"7,36,42,47,83,84,108,126,143,144,151,155,156,171,178,189,206"
751,21,0,0,22
752,0,0,0,0
753,"85",16,"0",0
754,124,0,0,0
755,21,0,0,0
756,21,0,0,255
757,21,0,0,"189"
758,21,0,0,"153"
759,131,46,0,0
760,"107,131",0,"26,49,81","57,79,158"
762,21,0,"0",155
763,"107,131",0,0,"6,7,111,129"
764,"85",0,"0",210
765,0,0,0,0
766,59,113,0,"57,108,129,182,254"
767,"21",0,"0",182
768,"85",0,"0",235
769,0,0,0,0
770,85,0,"0","54"
771,"21",0,"0",0
772,"21",0,"0","256"
773,0,0,0,0
774,"21",115,"0","0"
775,"21",0,"0","101,152"
776,59,0,"35,54",0
777,21,0,0,109
778,"85",0,"0",129
779,"21",0,"0","99"
780,85,0,0,"179,191"
781,21,0,0,"129"
782,"21",46,"0","54"
783,0,0,0,0
784,4,0,0,0
785,21,0,0,"206"
786,21,0,0,91
787,4,0,0,0
788,4,0,0,0
789,"120",0,"0",0
790,4,0,0,0
791,4,0,0,0
792,59,0,0,0
793,"1,64",0,0,0
794,4,0,0,0
795,4,0,0,0
796,"21",115,"0","35"
797,4,0,0,0
798,97,114,0,"34,83,232,255"
799,21,0,0,"112"
800,21,0,0,"41,180"
801,"21",0,"0",257
802,4,0,0,0
803,4,0,0,0
804,4,0,0,0
805,59,0,0,"33,115"
806,21,0,0,"8,19,117"
807,21,0,0,89
808,"21",0,"0",0
809,21,0,0,53
810,0,0,0,0
811,"21",0,"0",81
812,97,54,0,"83,109,165,171,206"
813,"21",0,"0",0
814,21,0,0,"143"
815,"21",0,"0",0
816,21,0,0,237
817,21,0,"0",210
818,"21",0,"0",0
819,97,29,0,"36,57,59,85,107,129,151,232"
820,97,29,"10,39",0
821,21,0,0,"129"
822,0,0,0,0
823,97,0,0,"85,129,154,227"
824,60,0,0,0
825,"60",0,"0","227"
826,"21",0,"0",206
827,21,0,0,"189"
828,"21",0,"0","91,256"
829,131,0,0,"8,19,36,45,57,91,128,153,182"
830,85,0,0,89
831,0,0,0,0
832,"21",0,"0",144
833,59,82,"35","91,102"
834,"21",0,"0",256
835,0,0,0,0
836,21,0,0,31
837,89,92,0,0
838,"9",92,"0",0
839,"21",0,"0","42"
840,"6",0,"0",0
841,"42",0,"0",0
842,74,0,0,"227"
843,5,"16,88",0,255
844,21,0,0,0
845,"21",0,"0","91,206"
846,"21",0,"0",173
847,131,"2,4",0,"8,19,43,108,255"
848,"21",114,"0",242
849,85,114,0,"142"
850,54,115,10,"34,85,129"
851,21,0,0,"143,144"
852,0,0,0,0
853,42,0,0,0
854,58,0,0,"108,128,211"
855,0,0,0,0
856,0,0,0,0
857,"21",0,"0",16
858,21,0,0,"144"
859,90,114,0,"13,69,72,94"
860,"21",0,"0",0
861,9,88,"0","107"
862,21,88,0,"167,263"
863,21,0,0,120
864,21,114,"0",275
865,"21",114,"0",0
866,"95,102","0","0",0
867,"21",0,"0",42
868,"21",114,"0",0
869,59,0,0,0
870,58,0,0,0
871,97,0,0,"151,171"
872,"21",0,"0","91,206"
873,"85",0,"0","53,169"
874,4,0,0,0
875,4,0,0,0
876,21,0,0,"34"
877,21,0,0,"101,111"
878,0,0,0,0
879,"56",0,"0","6,7"
880,"21",0,"0",155
881,"21",0,"0","130,178"
882,4,0,0,0
883,"21",0,"0","144"
884,"21",46,"0","129,144"
885,"80",92,"0","36,56,107"
886,"21",76,"0","167,249"
887,"59",0,"0",0
888,21,0,0,"241"
889,"21",0,"0","214"
890,"21",0,"0",265
891,"85",0,"0",210
892,92,52,0,0
893,21,0,0,18
894,21,0,0,"30,129"
895,42,43,0,"69,72"
896,0,0,0,0
897,85,0,0,"53"
898,"21",0,"0","129"
899,"21",0,"0","57,106"
900,"214",0,"0","129"
901,"85",52,"0",210
902,"131",114,"0","0"
903,"59,107",0,"35,54","57,182,254,256"
904,"85",0,"0","130,179"
905,"131",33,"0",153
906,"59,107",0,"35,54",0
907,0,0,0,0
908,80,114,"0",0
909,21,0,0,210
910,0,0,0,0
911,"85",0,"0",0
912,21,114,"0",0
913,"21",0,"0","144"
914,"97",0,"0",0
915,0,0,0,0
916,85,0,0,"171"
917,"21",114,"0","167,263"
918,"21",0,"0","54"
919,85,11,0,"89"
920,21,0,0,263
921,85,0,"0",89
922,21,0,0,0
923,21,114,0,230
924,"24",36,"0","128,129"
925,85,0,0,89
926,"21",0,"0",0
927,21,0,0,"144"
928,0,0,0,0
929,59,0,0,0
930,21,0,0,174
931,21,0,0,"6,111"
932,"21",0,"0","91"
933,1,46,0,0
934,21,0,0,"100"
935,"21",0,"0",189
936,"21",0,"0",182
937,1,0,0,"26"
938,"74",0,"0","85,129,227,232"
939,"85",87,"0",22
940,"21",0,"0",151
941,21,0,"0","206"
942,"21",0,"0",214
943,"73",0,"0",143
944,"21",51,"0",243
945,"11",0,"0",0
946,131,51,0,"30,214"
947,"74",51,"0","136,180,227"
948,21,0,0,"6,91,107"
949,60,0,0,6
950,"9",0,"0",211
951,131,0,0,72
952,"71",51,"0",0
953,"9",51,"0","107,227"
954,"21",0,"0","91"
955,4,0,0,0
956,4,0,0,0
957,131,"51",0,"12,91,269"
958,97,51,0,"129"
959,67,51,0,"80,91,154,190,198,270"
960,56,51,"38,94,95",0
961,59,0,0,0
962,131,0,0,"30,66,108,128,129,165,182,230,233"
9s. 
964,131,51,0,"165,180"
965,0,0,0,0
966,74,51,0,129
967,0,0,0,0
968,"21",0,"0",206
969,4,0,0,0
970,0,0,0,0
971,"114",51,"0",0
972,0,0,0,0
973,"21",0,"0",0
974,4,0,0,0
975,85,0,0,235
976,0,0,0,0
977,"21",0,"0",31
978,"131",0,"0","66"
979,0,0,0,0
980,0,0,0,0
981,0,0,0,0
982,21,0,0,"5,259"
983,0,0,0,0
984,"21",0,"0",206
985,0,0,0,0
986,"85",0,"0",0
987,21,51,0,"136"
988,21,0,0,220
989,"21",0,"0",220
990,0,0,0,0
991,21,35,0,"47"
992,0,0,0,0
993,21,0,0,144
994,21,0,0,"47"
995,"21",0,"0","66,107,251"
996,"8",0,"0",0
997,4,0,0,0
998,4,0,0,0
999,"214",46,"0",0
1000,"97",0,"0",0
1001,21,0,0,"100,249"
1002,"21",35,"0","6,171"
1003,"21",0,"0","177"
1004,"21",0,"0",235
1005,"50",0,"0",0
1006,"21",0,"0","8,19,29,45,158,255"
1007,21,0,0,74
1008,"21",0,"0",0
1009,"21",0,"0","224"
1010,4,0,0,0
1011,"87",114,"0",0
1012,0,0,0,0
1013,"21",0,"0","91,143,153,188"
1014,21,0,0,"208"
1015,21,0,0,234
1016,"95",105,"0",0
1017,21,0,0,91
1018,"21",0,"0",210
1019,"21",0,"0",227
1020,"21",91,110,114,"0",231
1021,"21",0,"0","107"
1022,0,0,0,0
1023,5,110,"0","153,189,241"
1024,"53",0,"13",0
1025,21,0,0,227
1026,131,0,"0",64
1027,"56",0,"0",0
1028,1,"0",0,255
1029,"131",21,"0","8,19,29,85,99,153,183,269"
1030,0,0,0,0
1031,1,52,0,"8,19,30,45,157"
1032,5,51,0,0
1033,"21",0,"0",235
1034,"1,64",2,4,"0",255
1035,131,75,"0","31,83,108,120,241"
1036,"21",0,"0",0
1037,"21",0,"0",0
1038,"60",105,"0",0
1039,"67",0,"0","91,154,167"
1040,0,0,0,0
1041,"131",0,"0",0
1042,"21",52,"0",129
1043,"21",52,"0",0
1044,"21",0,"0",129
1045,"21",0,"0",0
1046,"21",52,"0",143
1047,"21",100,"0",0
1048,"85",0,"0",0
1049,74,0,0,"151,182"
1050,"21",0,"0",0
1051,85,0,0,"53,127"
1052,"21",0,"0",29
1053,97,102,0,26
1054,"21",0,"0",0
1055,"21",100,"0","85,129"
1056,"1,120",0,"0","34,108,221,227"
1057,131,100,0,0
1058,"21",0,"0","91,242"
1059,"21",105,"0",0
1060,"21",0,"0",0
1061,"21",54,"0",0
1062,131,21,0,"129,151"
1063,0,0,0,0
1064,21,0,0,0
1065,"74",51,"0","136,227,231"
1066,1,"0","0",0
1067,0,0,0,0
1068,87,0,0,"255"
1069,42,114,"0","107,108,129,153,171,241"
1070,21,110,"0",0
1071,"21",0,"0","144"
1072,21,0,0,144
1073,"21",0,"0",144
1074,21,0,0,255
1075,0,0,0,0
1076,21,0,0,"144"
1077,"21",0,"0",0
1078,131,102,0,0
1079,0,0,0,0
1080,64,36,0,"153"
1081,"21",0,"0",0
1082,"21",0,"0",255
1083,"21",0,"0","143,256"
1084,21,0,0,241
1085,0,0,0,0
1086,21,0,0,144
1087,"131",76,"0","255"
1088,"21",0,"0",0
1089,0,0,0,0
1090,21,0,"0",62
1091,131,0,"81","0"
1092,131,54,"0",153
1093,"21",0,"0",256
1094,24,0,"0",29
1095,21,0,"0",0
1096,21,0,"0,21,91"
1097,"21",0,"0","255"
1098,21,0,0,153
1099,21,0,0,"152"
1100,21,0,0,263
1101,4,0,0,0
1102,21,0,0,153
1103,21,0,0,"84"
1104,"85",0,"0",0
1105,21,114,0,232
1106,"85",114,"0","61,129,171"
1107,"21",0,"0",100
1108,54,102,0,0
1109,97,52,0,0
1110,"21",0,"0","214"
1111,0,0,0,0
1112,"97",52,"0",0
1113,4,0,0,0
1114,4,0,0,0
1115,4,0,0,0
1116,"85",0,"0","111,275"
1117,120,35,0,"31,64"
1118,"85",0,"0","111"
1119,"85",0,"0",35
1120,"85",0,"0",111
1121,"24",0,"0",0
1122,"85",0,"0",179
1123,"21",0,"0","144,255"
1124,"214",0,"0","107,129"
1125,"85",52,"0",0
1126,"21",0,"0",206
1127,5,52,0,"165"
1128,"5,64",0,"26","30,42,85,108,129,144,153"
1129,"21",0,"0","227"
1130,1,52,0,"47,101,106,111,120,259"
1131,0,0,0,0
1132,"21",52,"0",0
1133,0,0,0,0
1134,131,52,0,0
1135,64,52,"0","85,118,186"
1136,21,0,"0",230
1137,"21",0,"0","112,174"
1139,56,52,"0",0
1140,21,33,0,275
1141,"21",110,"0","54"
1142,21,52,"0","182,224"
1143,0,0,0,0
1144,21,0,0,"210"
1145,21,0,0,0
1146,"21",0,"0",85
1147,"85",0,"0",41
1148,"21",0,"0","241"
1149,21,0,"0",206
1150,"97",52,"0","26,107,151"
1151,0,0,0,0
1152,"21",67,"0",0
1153,"85",0,"0","111,212"
1154,"85",0,"0","124,187,217"
1155,"21",0,"0","155,158,256"
1156,"85",0,"0","275"
1157,"21",0,"0",227
1158,"21",0,"0","153"
1159,0,0,0,0
1160,"21",0,"0",0
1161,"21",0,"0",130
1162,4,0,0,0
1163,4,0,0,0
1164,4,0,0,0
1165,"85",13,"0",160
1166,"21",0,"0","127,256"
1167,21,0,0,227
1168,1,0,"0",0
1169,"21",0,"0","224"
1170,"21",0,"0","54,188"
1171,71,0,0,0
1172,"71",114,"0","56"
1173,0,0,0,0
1174,"9,23",0,"0",0
1175,"60",0,"0","6,107,244,265"
1176,0,0,0,0
1177,4,0,0,0
1178,4,0,0,0
1179,4,0,0,0
1180,21,0,"0","127"
1181,"23",0,"0","101"
1182,97,0,0,"144,153,155,235"
1183,"60",0,"0",256
1184,"21",0,"0","91"
1185,"21",0,"0","185"
1186,"21",0,"0","144,153"
1187,"21",0,"0",0
1188,0,0,0,0
1189,"102",14,"0",0
1190,"21",46,"0","101"
1191,21,0,0,0
1192,21,0,0,"153,154"
1193,0,0,0,0
1194,"21",114,"0",0
1195,21,0,0,"144"
1196,21,0,0,"144"
1197,"21",0,"0",153
1198,"67",0,"0","154,263"
1199,21,0,0,"101"
1200,"21",0,"0",218
1201,21,0,"0","91"
1202,21,0,0,"202"
1203,"21",114,"0",0
1204,"21",54,"0",0
1205,131,86,0,"81,108,162,163"
1206,"21",0,"0",265
1207,"21",0,"0",206
1208,"102",35,"0",0
1209,21,0,0,209
1210,"21",0,"0",0
1211,"21",0,"0",0
1212,0,0,0,0
1213,"21",0,"0",0
1214,85,0,0,"257"
1215,"21",0,"0",0
1216,1,"0",0,0
1217,"21",0,"0",143
1218,131,0,0,"181"
1219,"21",0,"0",0
1220,131,35,0,"26,83",0
1221,6,105,0,129
1222,"89",0,"0",0
1223,120,80,"0",0
1224,"21",0,"0","241"
1225,"131",21,"26,40","85,107,129,254"
1226,"1",95,"0",241
1227,"21",0,"0","8,19"
1228,5,0,"0","64,255"
1229,0,0,0,0
1230,21,0,0,"144"
1231,21,0,0,"54"
1232,1,"35",66,0
1233,"21",0,"0",0
1234,"21",0,"0",234
1235,0,0,0,0
1236,21,0,0,0
1237,"21",0,"0",241
1238,0,0,0,0
1239,21,0,0,"56"
1240,0,0,0,0
1241,"21",0,"0","167"
1242,21,36,0,"167,263"
1243,"21",0,"0",243
1244,"21",0,"0","144"
1245,"102",115,"0",0
1246,97,0,0,"107,246,255"
1247,97,0,0,"227"
1248,"129",0,"0",0
1249,0,0,0,0
1250,"21",0,"0",206
1251,"42",52,"0","36,153"
1252,"21",0,"0","91,206"
1253,67,"102",0,"91,154,270"
1254,21,0,0,85
1255,131,"46,113",0,"8,19,255"
1256,"21",0,"0",0
1257,131,83,26,255
1258,97,"10",0,49
1259,119,72,"0","136,227,259"
1260,97,113,"0","85,129,227"
1261,"85",0,"0","91"
1262,131,92,0,"85,91,107,129,151"
1263,131,7,"0","107,153"
1264,"71",46,"0","107,183"
1265,"21",0,"0","262"
1266,71,0,0,0
1267,6,0,0,"168"
1268,131,46,"0","0"
1269,"21",0,"0",167
1270,21,0,0,"66,129,143,153"
1271,21,0,0,0
1272,"1,64",46,"0",71
1273,0,0,0,0
1274,"21",0,"0","29,45,68,100"
1275,21,33,114,"0",232
1276,"21",0,"0",0
1277,"21",0,"0","99,154"
1278,"21",0,"0",265
1279,"21",0,"0",263
1280,"21",0,"0",263
1281,"21",0,"0",91
1282,21,0,0,"91,153,256"
1283,131,"33,85,108,129",0,"107"
1284,"21",0,"0","129,180"
1285,"85",0,"0",14
1286,70,54,0,0
1287,131,113,"0","0"
1288,0,0,0,0
1289,"214",0,"0",129
1290,"85",0,"0","91"
1291,24,0,0,"144"
1292,"21",0,"0","153,182"
1293,1,0,0,0
1294,"21",0,"0","129"
1295,"21",0,"0",182
1296,"21",0,"0","144"
1297,"1,64",0,"0",255
1298,0,0,0,0
1299,21,0,0,261
1300,"21",0,"0","111,275"
1301,"23",0,"0",0
1302,"21",0,"0",35
1303,21,54,0,"144"
1304,"21",0,"0",91
1305,"21",54,"0","13,112"
1306,"21",0,"0","91,107,153"
1307,"85",54,"0","177,184"
1308,"85",54,"0","89,143,210"
1310,"21",0,"0","169"
1311,"21",54,"0","54"
1312,"21",0,"0",241
1313,28,0,0,"74,153"
1314,"107,131",54,"0","34,157"
1315,"21",0,"0","257"
1316,"21",0,"0",30
1317,"21",0,"0","112"
1318,"85",0,"0",0
1319,"21",0,"0",0
1320,"21",0,"0",0
1321,"21",0,"0","75"
1322,"21",0,"0","101,192"
1323,21,52,0,"130"
1324,"85",0,"0","22,191"
1325,"21",0,"0",0
1326,"85",0,"0","180"
1327,"24",0,"0",42
1328,"21",0,"0",144
1329,"21",0,"0",0
1330,"21",0,"0","144,153"
1331,0,0,0,0
1332,"97",92,"0","70"
1333,"21",0,"0",107
1334,"21",0,"0","91"
1335,"107,131",0,"0","8,19,29,45,66,100,158,189,197,241,268"
1336,"21",0,"0","129"
1337,"21",0,"0","111,167"
1338,"21",0,"0","91"
1339,0,0,0,0
1340,21,0,"0",259
1341,"21",0,"0","144,249"
1342,1,0,0,0
1343,"21",0,"0",143
1344,"21",0,"0","241"
1345,"60",0,"0","130,144,179"
1346,"21",0,"0","91,265"
1347,"21",0,"0","241"
1348,"214",0,"0","91,111"
1349,"21",0,"0","66,101"
1350,"21",0,"0","66,241"
1351,21,0,0,153
1352,"21",0,"0","91,129"
1353,21,115,0,0
1354,"21",0,"0","144"
1355,"21",0,"0",155
1356,"21",0,"0",0
1357,21,114,0,"136"
1358,"21",0,"0",144
1359,"21",0,"0","144"
1360,21,0,0,"99"
1361,"21",0,"0",241
1362,21,0,0,"31,68,107,129,155,174,183,241"
1363,0,0,0,0
1364,4,0,0,0
1365,0,0,0,0
1366,21,0,0,255
1367,"85",0,"0",89
1368,"21",0,"0","101,108"
1369,0,0,0,0
1370,"21",0,"0","144,153"
1371,"21",0,"0","91,151,263"
1372,21,0,0,85
1373,4,0,0,0
1374,21,0,0,153
1375,"21",0,"0",183
1376,"21",0,"0","91,102,129"
1377,1,110,0,"143,256"
1378,"21",27,"0","144"
1379,1,110,0,"255"
1380,0,0,0,0
1381,4,0,0,0
1383,21,0,"0","72,130,257"
1384,"28,97",114,"26,40",57
1385,"85",0,"0",0
1386,0,0,0,0
1387,21,0,"0",101
1388,0,0,0,0
1389,"21",0,"0","182"
1390,"85",16,"0",0
1391,"21",0,"0","155"
1392,"21",0,"0",241
1393,21,0,0,189
1394,4,0,0,0
1395,21,0,0,"8,19"
1396,21,0,0,230
1397,"69",0,"0",0
1398,4,0,0,0
1399,4,0,0,0
1400,"74",0,"0",180
1401,4,0,0,0
1402,4,0,0,0
1403,"21",0,"0",220
1404,21,0,0,14
1405,131,0,0,"34,129,255"
1406,4,0,0,0
1407,"21",27,"0",174
1408,21,0,0,249
1409,0,0,0,0
1410,"21",0,"0",251
1411,"21",0,"0",0
1412,"80",0,"0",162
1413,"85",0,"0","89"
1414,21,0,0,"227"
1415,"60",0,"0",211
1416,131,36,0,0
1417,"21",0,"0","129,214"
1418,"85",0,"0",0
1419,"214",0,"0",129
1420,131,54,"0",0
1421,85,0,0,"169"
1422,"21",0,"0",0
1423,0,0,0,0
1424,131,0,"26,40","101,183"
1425,"21",0,"0","249"
1426,1,0,0,"8,19,29,31,108,153,158"
1427,"21",0,"0",0
1428,4,0,0,0
1429,4,0,0,0
1430,4,0,0,0
1431,4,0,0,0
1432,4,0,0,0
1433,4,0,0,0
1434,4,0,0,0
1435,4,0,0,0
1436,4,0,0,0
1437,4,0,0,0
1438,4,0,0,0
1439,4,0,0,0
1440,4,0,0,0
1441,4,0,0,0
1442,4,0,0,0
1443,4,0,0,0
1444,4,0,0,0
1445,4,0,0,0
1446,4,0,0,0
1447,4,0,0,0
1448,4,0,0,0
1449,4,0,0,0
1450,4,0,0,0
1451,4,0,0,0
1452,4,0,0,0
1453,4,0,0,0
1454,"74",0,"0",0
1455,11,0,0,"22,190"
1456,"21",0,"0",187
1457,"21",0,"0","187,188"
1458,21,0,0,275
1459,"21",0,"0",0
1460,21,0,0,"129"
1461,"21",0,"0","144,153"
1462,4,0,0,0
1463,"69",0,"0",0
1464,131,47,0,0
1465,"21",0,"0",130
1466,21,0,0,"214"
1467,4,0,0,0
1468,4,0,0,0
1469,4,0,0,0
1470,21,0,0,"64,107"
1471,"131",102,0,"83,175,182,232"
1472,"21",0,"0",0
1473,131,36,"0","144,153,157,256"
1474,21,0,0,"144"
1475,"21",0,"0","182"
1476,"42",0,"0",0
1477,"85",0,"0","22,134"
1478,"21",0,"0",22
1479,"21",0,"0",255
1480,"21",0,"0",0
1481,4,0,0,0
1482,"21",0,"0","111,129,214"
1483,21,0,0,0
1484,1,0,0,"7,144,251"
1485,59,43,0,0
1486,"131",36,"0","144,153,174,176"
1487,"21",0,"0","144,153"
1488,"21",0,"0","101,120"
1489,4,0,0,0
1490,"131",95,"0","79,83,84,108,189"
1491,"97",0,"0",57
1492,21,0,0,"61"
1493,"129",0,"0","85"
1494,"21",0,"0",0
1495,0,0,0,0
1496,"21",0,"0",0
1497,0,0,0,0
1498,"21",0,"0","129"
1499,0,0,0,0
1500,74,36,0,"227"
1501,"59",13,"0",0
1502,"21",0,"0",91
1503,"21",0,"0","129"
1504,"21",0,"0","29,68"
1505,"21",0,"0",101
1506,"21",0,"0","101"
1507,21,0,0,153
1508,"21",0,"0","129,214"
1509,"74",115,"0","227"
1510,0,0,0,0
1511,"21",0,"0","106"
1512,"131",0,"0","8,19,153"
1513,"97",0,"0","36,108,128,129,166,227,232,255"
1514,"21",0,"0",241
1515,21,0,0,"174,175,218"
1516,131,0,"0","79,165,189,207,249"
1517,"21",0,"0","61,210"
1518,"21",0,"0",0
1519,4,0,0,0
1520,6,35,0,"18,68,96",167
1521,4,0,0,0
1522,4,0,0,0
1523,4,0,0,0
1524,4,0,0,0
1525,4,0,0,0
1526,4,0,0,0
1527,"21",0,"0","129,130"
1528,21,0,0,129
1529,"21",114,"0","79,129"
1530,"59",0,"0",0
1531,131,0,0,"43,57,58,255"
1532,21,0,0,"227"
1533,"21",0,"0",211
1534,"107,131",0,0,"8,19,57,64,73,100,108,120,128,154"
1535,"21",0,"0",214
1536,120,0,"0",0
1537,"21",52,"0",230
1538,"21",0,"0","129"
1539,21,0,0,153
1540,"21",46,"0","129,188"
1541,"21",0,"0","189"
1542,6,52,"0",0
1543,131,54,"0","0"
1544,131,54,"0",0
1545,0,0,0,0
1546,"21",36,"0",0
1547,"85",52,"0",0
1548,"21",0,"0",129
1549,"21",0,"0",211
1550,97,0,"18,68",0
1551,"21",0,"0","227"
1552,"131",21,"0","42,47,57,101,157"
1553,21,0,0,"85,144"
1554,"21",114,"0",0
1555,"21",0,"0","91"
1556,131,113,"0","255"
1557,"131",46,"0","7,71,84,85,108,111,120,167,174,190"
1558,"59",0,"0",0
1559,21,0,0,"14,57"
1560,"74",0,"72","151,180,182,189,227,232"
1561,"21",0,"0",0
1562,131,115,"26","100,128,129,150,165"
1563,"1,64",46,0,0
1564,"21",0,"0","57,106"
1565,"21",0,"0",0
1566,"58",114,"21,28",0
1567,97,0,"0","91,151,227,230"
1568,24,0,0,"22,54,56"
1569,"131",46,"0","7,255"
1570,97,54,0,"150,171"
1571,"85",0,"0","171,214"
1572,"85",54,"0","178,214"
1573,"21",0,"0","107,129"
1574,4,0,0,0
1575,0,0,0,0
1576,"85",54,"0",0
1577,"21",54,"0","91,107"
1578,0,0,0,0
1579,"21",0,"0",91
1580,"21",105,"0",0
1581,6,95,0,0
1582,"21",0,"0",0
1583,4,0,0,0
1584,21,0,0,0
1585,0,0,0,0
1586,132,0,0,0
1587,60,0,0,235
1588,"85",0,"0",214
1589,0,0,0,0
1590,"21",0,"0",0
1591,21,0,0,"57,59"
1592,"21",0,"0","125"
1593,"97",0,"10,39",129
1594,"42",0,"0","107,227"
1595,"74",0,"0","54,151,167,180,182,189,227,232"
1596,85,0,0,234
1597,0,0,0,0
1598,21,0,0,129
1599,11,114,0,0
1600,"214",6,21,95,"0",0
1601,0,0,0,0
1602,"6",105,"0",0
1603,21,0,0,"167"
1604,21,0,"0",258
1605,21,0,0,"214"
1606,"21",0,"0",85
1607,5,0,"66,81",0
1608,"131",35,"0","5,129,153,165"
1609,0,0,0,0
1610,59,51,0,"35,54",0
1611,"85",0,"0",0
1612,"107,131",114,"66,83","75,103,120"
1613,"21",0,"0",129
1614,"85",0,"0",135
1615,"21",0,"0","85"
1616,"21",0,"0",85
1617,6,0,"0","79,153"
1618,97,"33,46",0,"6,7,30,42,43,54,57,59,61,66,80,83,84,85,91,107,108,129,151,153,155,157,163,165,171,177,198,221,241,254,255,256,263,265"
1619,24,0,"0",232
1620,21,6,76,101,0,"151,171"
1621,"21",0,"0","107"
1622,"21",0,"0","211"
1623,131,0,0,"57"
1624,58,46,0,0
1625,0,0,0,0
1626,"21",0,"0",248
1627,"21",0,"0",154
1628,"131",100,"0",0
1629,21,0,"0",0
1630,4,0,0,0
1631,4,0,0,0
1632,131,0,0,"129,130,179"
1633,4,0,0,0
1634,"21",0,"0","101"
1635,0,0,0,0
1636,"21",0,"0","153,241"
1637,"97",0,"0","129,153"
1638,"21",0,"0","7,111"
1639,0,0,0,0
1640,"21",0,"0",211
1641,21,0,"0","224,227"
1642,"21",0,"0","14"
1643,"21",0,"0","211"
1644,28,51,0,"7,42,43,91,108,111,150,167"
1645,21,0,0,"101,120"
1646,"24",0,"0",249
1647,131,0,0,"108"
1648,"21",0,"0",255
1649,"21",0,"0",101
1650,"21",0,"0",0
1651,"21",0,"0","8,19,31,66"
1652,4,0,0,0
1653,"21",0,"0",0
1654,85,0,0,"130,179"
1655,42,0,"182,189",0
1656,21,0,0,153
1657,21,0,0,227
1658,1,0,0,"91,143,230"
1659,21,0,0,"144,153"
1660,"85",0,"0",0
1661,"21",0,"0",22
1662,"21",0,"0",251
1663,"21",0,"0",120
1664,"21",0,"0","101,183"
1665,"21",0,"0",182
1666,"21",0,"0","31,64"
1667,"21",0,"0","241"
1668,"21",69,"0",0
1669,21,0,0,102
1670,"21",0,"0","174"
1673,0,0,0,0
1675,0,0,0,0
1676,5,43,0,0
1677,5,0,"0","107,129"
1678,5,16,0,255
1679,5,"33","0","7,8,19,29,34,36,42,43,84,91,107,126,128,129,155,156,163,165,241,243"
1680,0,0,0,0
1681,131,10,0,143
1682,"60",67,"0",0
1683,"129",114,"0",0
1684,"97",13,"0","91,153,154,241"
1685,"21",0,"0","54"
1686,97,16,0,"36,80,111,171"
1687,"21",0,"0","111"
1688,"21",21,"0","89"
1689,"85",0,"0","22,151"
1690,"85",0,"0",111
1691,"214",0,"0","214"
1692,"21",0,"0","129"
1693,"21",36,"0","129"
1694,"42",0,"0",0
1695,4,0,0,0
1696,4,0,0,0
1697,"21",0,"0","13,129"
1698,"131",43,"26,49","31"
1699,0,0,0,0
1701,"42",0,"0",0
1702,"21",35,"0",120
1703,"129",0,"0",0
1704,85,0,0,"212,255"
1705,4,0,0,0
1706,4,0,0,0
1707,4,0,0,0
1708,4,0,0,0
1709,4,0,0,0
1710,"131",46,"66,81,83",0
1711,80,0,0,"54,129,153,154,182,183"
1712,4,0,0,0
1713,4,0,0,0
1714,4,0,0,0
1715,4,0,0,0
1716,4,0,0,0
1717,4,0,0,0
1718,4,0,0,0
1719,0,0,0,0
1720,97,0,0,"227"
1721,4,0,0,0
1722,4,0,0,0
1723,"97",16,"0","34,36,80,129,171"
1724,4,0,0,0
1725,"21",0,"0","129"
1726,"85",0,"0",129
1727,67,0,"0",91
1728,"21",0,"0","174"
1729,120,0,0,"255"
1730,21,0,0,101
1731,85,0,0,0
1732,21,0,0,"111,275"
1733,21,0,0,"8,19"
1734,97,0,0,0
1735,21,0,0,"13,135"
1736,"21",0,"0","179,191"
1737,"21",0,"0","187"
1738,"21",0,"0","129,151"
1739,4,0,0,0
1740,4,0,0,0
1741,131,0,0,"91,107,108,129,144,153,157"
1742,43,0,0,"107,129,144,153"
1743,"59,107",0,"18,30,54",0
1744,"21",6,"0",187
1745,"21",0,"0","144,255"
1746,"21",0,"0",0
1747,21,0,0,"14,106"
1748,"97",0,"0",0
1749,59,0,"30,54",0
1750,21,0,0,188
1751,"21",13,"0",111
1752,97,"33,75",0,"4,34,36,108,128,151,171,176"
1753,"21",0,"0",0
1754,"21",0,"0","91,102,190,251,255"
1755,"21",0,"0","224,256"
1756,"21",36,"0",0
1757,"21",0,"0","167"
1758,"69",0,"0",0
1759,97,0,0,0
1760,"120",98,"0",0
1761,4,0,0,0
